timestamp,time (gmt),value,lowPass,highPass,highPassAdaptiveMean
1495414986.050272,42877.043820,203.0000,219.5713,-1.1004,0.0000
1495414986.180433,42877.043822,279.0000,225.5142,2.4212,0.0000
1495414986.311762,42877.043823,260.0000,228.9628,2.9349,0.0000
1495414986.439354,42877.043825,270.0000,233.0665,3.5193,0.0000
1495414986.566397,42877.043826,218.0000,231.5599,1.0063,0.0000
1495414986.693526,42877.043827,251.0000,233.5039,1.4752,0.0000
1495414986.820589,42877.043829,275.0000,237.6535,2.8124,0.0000
1495414986.948072,42877.043830,251.0000,238.9881,2.0735,0.0000
1495414987.075539,42877.043832,283.0000,243.3893,3.2374,0.0000
1495414987.205185,42877.043833,403.0000,259.3504,9.5992,0.0000
1495414987.332177,42877.043835,266.0000,260.0154,5.1321,0.0000
1495414987.463734,42877.043836,200.0000,254.0138,-0.4347,0.0000
1495414987.590833,42877.043838,271.0000,255.7124,0.6319,0.0000
1495414987.719610,42877.043839,202.0000,250.3412,-2.3696,0.0000
1495414987.846778,42877.043841,259.0000,251.2071,-0.7519,0.0000
1495414987.974203,42877.043842,294.0000,255.4864,1.7637,0.0000
1495414988.104026,42877.043844,259.0000,255.8377,1.0575,0.0000
1495414988.238372,42877.043845,290.0000,259.2540,2.2369,0.0000
1495414988.365973,42877.043847,373.0000,270.6286,6.8057,0.0000
1495414988.504810,42877.043848,246.0000,268.1657,2.1714,0.0000
1495414988.650997,42877.043850,200.0000,261.3491,-2.3226,0.0000
1495414988.794979,42877.043852,211.0000,256.3142,-3.6787,0.0000
1495414988.933543,42877.043853,251.0000,255.7828,-2.1051,0.0000
1495414989.074571,42877.043855,237.0000,253.9045,-1.9917,0.0000
1495414989.213176,42877.043857,351.0000,263.6141,3.8589,0.0000
1495414989.352077,42877.043858,206.0000,257.8527,-0.9512,0.0000
1495414989.497304,42877.043860,203.0000,252.3674,-3.2183,0.0000
1495414989.636103,42877.043862,242.0000,251.3307,-2.1275,0.0000
1495414989.780370,42877.043863,224.0000,248.5976,-2.4303,0.0000
1495414989.928421,42877.043865,201.0000,243.8378,-3.5950,0.0000
1495414990.067793,42877.043867,233.0000,242.7540,-2.3394,0.0000
1495414990.206361,42877.043868,199.0000,238.3786,-3.3574,0.0000
1495414990.356934,42877.043870,200.0000,234.5408,-3.5976,0.0000
1495414990.484358,42877.043871,310.0000,242.0867,1.9741,0.0000
1495414990.611475,42877.043873,205.0000,238.3780,-0.8673,0.0000
1495414990.745874,42877.043874,272.0000,241.7402,1.2475,0.0000
1495414990.881211,42877.043876,198.0000,237.3662,-1.5633,0.0000
1495414991.008377,42877.043877,198.0000,233.4296,-2.7499,0.0000
1495414991.135232,42877.043879,278.0000,237.8866,0.8535,0.0000
1495414991.262072,42877.043880,267.0000,240.7980,1.8824,0.0000
1495414991.392087,42877.043882,289.0000,245.6182,3.3513,0.0000
1495414991.522044,42877.043883,205.0000,241.5564,-0.3552,0.0000
1495414991.648758,42877.043885,283.0000,245.7007,1.8946,0.0000
1495414991.775585,42877.043886,266.0000,247.7306,1.9622,0.0000
1495414991.902441,42877.043888,272.0000,250.1576,2.1946,0.0000
1495414992.037331,42877.043889,200.0000,245.1418,-1.4106,0.0000
1495414992.164652,42877.043891,279.0000,248.5276,0.9876,0.0000
1495414992.291331,42877.043892,256.0000,249.2749,0.8674,0.0703
1495414992.434085,42877.043894,350.0000,259.3474,5.4700,0.0000
1495414992.567179,42877.043895,281.0000,261.5126,3.8176,0.0000
1495414992.694013,42877.043897,289.0000,264.2614,3.2832,0.0000
1495414992.820929,42877.043898,201.0000,257.9352,-1.5215,0.0000
1495414992.947932,42877.043900,255.0000,257.6417,-0.9075,0.0000
1495414993.075011,42877.043901,264.0000,258.2775,-0.1358,0.0000
1495414993.201943,42877.043903,199.0000,252.3498,-3.0318,0.0000
1495414993.328868,42877.043904,246.0000,251.7148,-1.8334,0.0000
1495414993.477843,42877.043906,264.0000,252.9433,-0.3024,0.0000
1495414993.620672,42877.043908,202.0000,247.8490,-2.6984,0.0000
1495414993.759565,42877.043909,260.0000,249.0641,-0.7416,0.0000
1495414993.898749,42877.043911,243.0000,248.4577,-0.6740,0.0000
1495414994.051578,42877.043913,204.0000,244.0119,-2.5599,0.0000
1495414994.190482,42877.043914,246.0000,244.2107,-1.1805,0.0000
1495414994.329649,42877.043916,204.0000,240.1897,-2.6008,0.0000
1495414994.482442,42877.043918,204.0000,236.5707,-3.1099,0.0000
1495414994.621336,42877.043919,264.0000,239.3136,-0.1835,0.0000
1495414994.761486,42877.043921,237.0000,239.0823,-0.2074,0.0000
1495414994.913720,42877.043923,201.0000,235.2740,-2.0078,0.0000
1495414995.058166,42877.043924,202.0000,231.9466,-2.6676,0.0000
1495414995.197191,42877.043926,223.0000,231.0520,-1.7811,0.0000
1495414995.341271,42877.043928,206.0000,228.5468,-2.1432,0.0000
1495414995.480336,42877.043929,332.0000,238.8921,4.1011,0.0000
1495414995.619027,42877.043931,278.0000,242.8029,4.0059,0.0000
1495414995.758187,42877.043932,220.0000,240.5226,0.8628,0.0000
1495414995.899753,42877.043934,198.0000,236.2703,-1.6947,0.0000
1495414996.038565,42877.043936,245.0000,237.1433,-0.4109,0.0000
1495414996.177886,42877.043937,227.0000,236.1290,-0.7126,0.0000
1495414996.320591,42877.043939,204.0000,232.9161,-1.9628,0.0000
1495414996.459755,42877.043941,213.0000,230.9245,-1.9772,0.0000
1495414996.598960,42877.043942,269.0000,234.7320,0.9152,0.0000
1495414996.751591,42877.043944,201.0000,231.3588,-1.2290,0.0000
1495414996.893013,42877.043946,197.0000,227.9229,-2.3324,0.0000
1495414997.031606,42877.043947,200.0000,225.1306,-2.5624,0.0000
1495414997.183194,42877.043949,201.0000,222.7176,-2.4877,0.0000
1495414997.322139,42877.043950,202.0000,220.6458,-2.2797,0.0000
1495414997.460904,42877.043952,199.0000,218.4812,-2.2222,0.0000
1495414997.608891,42877.043954,205.0000,217.1331,-1.7851,0.0000
1495414997.747658,42877.043955,242.0000,219.6198,0.3508,0.0000
1495414997.886862,42877.043957,242.0000,221.8578,1.2944,0.0000
1495414998.025479,42877.043959,243.0000,223.9720,1.7043,0.0000
1495414998.165730,42877.043960,301.0000,231.6748,4.7036,0.0000
1495414998.305239,42877.043962,196.0000,228.1074,0.5680,0.0000
1495414998.446779,42877.043964,207.0000,225.9966,-0.7714,0.0000
1495414998.589327,42877.043965,199.0000,223.2970,-1.7355,0.0000
1495414998.727960,42877.043967,234.0000,224.3673,-0.3326,0.0000
1495414998.867527,42877.043968,252.0000,227.1305,1.2153,0.0000
1495414999.020926,42877.043970,260.0000,230.4175,2.2511,0.0000
1495414999.160561,42877.043972,243.0000,231.6757,1.7547,0.0000
1495414999.299934,42877.043973,232.0000,231.7082,0.8936,0.0000
1495414999.451381,42877.043975,204.0000,228.9373,-0.9386,0.0000
1495414999.591799,42877.043977,202.0000,226.2436,-1.8162,0.0000
1495414999.735363,42877.043978,275.0000,231.1192,1.5297,0.0000
1495414999.882679,42877.043980,200.0000,228.0073,-0.7911,0.0000
1495415000.031471,42877.043982,246.0000,229.8066,0.5041,0.0000
1495415000.169349,42877.043983,254.0000,232.2259,1.4617,0.0000
1495415000.319947,42877.043985,255.0000,234.5033,1.8696,0.0000
1495415000.457672,42877.043987,254.0000,236.4530,1.9096,0.0000
1495415000.595946,42877.043988,272.0000,240.0077,2.7322,0.0000
1495415000.733901,42877.043990,234.0000,239.4069,1.0657,0.0000
1495415000.876777,42877.043992,262.0000,241.6662,1.6625,0.0000
1495415001.019841,42877.043993,241.0000,241.5996,0.7979,0.0000
1495415001.157813,42877.043995,226.0000,240.0397,-0.3810,0.0000
1495415001.303219,42877.043997,244.0000,240.4357,0.0075,0.0000
1495415001.441991,42877.043998,266.0000,242.9921,1.2820,0.0000
1495415001.580736,42877.044000,205.0000,239.1929,-1.2586,0.0000
1495415001.728775,42877.044001,360.0000,251.2736,5.4110,0.0000
1495415001.867489,42877.044003,256.0000,251.7463,2.9418,0.0000
1495415002.006391,42877.044005,201.0000,246.6716,-1.0664,0.0000
1495415002.152060,42877.044006,203.0000,242.3045,-2.7168,0.0000
1495415002.294073,42877.044008,259.0000,243.9740,-0.5236,0.0000
1495415002.432914,42877.044010,241.0000,243.6766,-0.4105,0.0000
1495415002.583709,42877.044011,200.0000,239.3090,-2.3891,0.0000
1495415002.722699,42877.044013,243.0000,239.6781,-1.0100,0.0000
1495415002.864542,42877.044015,273.0000,243.0103,1.1611,0.0000
1495415003.016442,42877.044016,201.0000,238.8092,-1.5200,0.0000
1495415003.155111,42877.044018,198.0000,234.7283,-2.8004,0.0000
1495415003.296506,42877.044020,225.0000,233.7555,-1.8866,0.0000
1495415003.448764,42877.044021,202.0000,230.5799,-2.5311,0.0000
1495415003.587483,42877.044023,240.0000,231.5219,-0.7945,0.0000
1495415003.728032,42877.044025,251.0000,233.4697,0.5766,0.0000
1495415003.865613,42877.044026,215.0000,231.6228,-0.6352,0.0000
1495415004.007629,42877.044028,276.0000,236.0605,1.9013,0.0000
1495415004.147617,42877.044029,258.0000,238.2544,2.0476,0.0000
1495415004.286006,42877.044031,257.0000,240.1290,1.9611,0.0000
1495415004.439122,42877.044033,244.0000,240.5161,1.1741,0.0000
1495415004.584123,42877.044035,198.0000,236.2645,-1.5388,0.0000
1495415004.793233,42877.044037,200.0000,232.6380,-2.5826,0.0000
1495415004.924064,42877.044038,401.0000,249.4742,7.1268,0.0000
1495415005.053297,42877.044040,201.0000,244.6268,1.1397,0.0000
1495415005.184076,42877.044041,286.0000,248.7641,2.6385,0.0000
1495415005.312184,42877.044043,275.0000,251.3877,2.6310,0.0000
1495415005.440198,42877.044044,275.0000,253.7489,2.4961,0.0000
1495415005.568163,42877.044046,338.0000,262.1741,5.4606,0.0000
1495415005.696295,42877.044047,307.0000,266.6566,4.9716,0.0000
1495415005.824066,42877.044049,327.0000,272.6910,5.5030,0.0000
1495415005.962624,42877.044050,417.0000,287.1219,9.9669,0.0000
1495415006.090742,42877.044052,288.0000,287.2097,5.0274,0.0000
1495415006.218449,42877.044053,235.0000,281.9887,-0.0968,0.0000
1495415006.345989,42877.044055,293.0000,283.0899,0.5022,0.0000
1495415006.473515,42877.044056,282.0000,282.9809,0.1966,0.0000
1495415006.601024,42877.044058,261.0000,280.7828,-1.0007,0.0000
1495415006.733936,42877.044059,200.0000,272.7045,-4.5395,0.0000
1495415006.861560,42877.044061,264.0000,271.8341,-2.7050,0.0000
1495415006.993005,42877.044062,304.0000,275.0506,0.2558,0.0000
1495415007.122960,42877.044064,330.0000,280.5456,2.8754,0.0000
